,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,AdoptionSpeed,Magnitude,Score,Count,IsMixed
1158,1,6,128,20,1,2,5,7,2,1,1,1,2,1,1,0,41326,0,3.0,3,2.8,0.3,64,1
1159,1,2,307,0,2,2,5,7,2,1,2,2,2,1,1,0,41326,0,3.0,1,2.6,0.1,5927,1
1160,1,3,307,0,2,7,0,0,2,1,2,2,2,1,1,0,41326,0,1.0,3,2.6,0.0,5927,1
1161,2,3,266,0,1,1,6,7,1,1,1,1,2,1,1,0,41326,0,7.0,1,0.9,0.1,3634,0
1162,1,12,60,0,1,5,7,0,1,1,1,1,2,1,1,50,41326,0,3.0,3,0.1,0.1,37,0
1163,1,2,307,26,2,1,2,0,3,1,2,1,2,1,1,0,41326,0,4.0,1,1.5,0.2,5927,1
1164,2,4,265,0,1,3,0,0,1,2,2,2,2,1,1,0,41401,0,1.0,1,0.6,0.6,1258,0
1165,1,15,179,0,1,7,0,0,1,1,1,1,2,1,1,0,41326,1,12.0,2,2.0,0.2,167,0
1166,1,72,205,0,1,1,7,0,1,1,3,3,3,3,1,0,41326,0,3.0,2,2.3,0.0,190,0
1167,2,2,254,0,2,1,2,7,2,2,2,2,2,1,1,0,41401,0,4.0,2,4.1,0.4,105,0
1168,1,5,307,0,1,2,3,7,2,1,3,3,3,1,1,0,41401,0,9.0,4,4.4,0.0,5927,1
1169,1,2,307,0,3,1,2,7,2,1,1,1,3,1,3,0,41401,0,3.0,2,3.8,0.2,5927,1
1170,2,6,266,0,2,1,0,0,3,1,2,1,2,1,1,0,41401,0,5.0,4,1.0,0.2,3634,0
1171,1,3,307,307,1,5,0,0,2,1,1,1,1,1,1,0,41326,0,2.0,1,2.3,0.3,5927,1
1172,1,7,307,0,1,1,2,7,2,2,2,2,2,1,1,0,41326,0,0.0,4,1.3,0.2,5927,1
1173,1,3,307,0,1,1,2,5,2,1,2,1,2,1,1,0,41326,0,5.0,4,3.7,0.3,5927,1
1174,2,5,266,0,1,2,3,4,3,2,2,2,2,1,1,0,41326,0,5.0,2,3.8,0.0,3634,0
1175,1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,0,4.0,1,0.6,0.6,5927,1
1176,1,7,307,109,1,2,3,0,2,2,1,1,1,1,1,0,41330,0,7.0,3,5.3,0.0,5927,1
1177,1,1,307,0,2,1,7,0,2,1,1,1,3,1,2,0,41330,0,5.0,3,1.3,0.4,5927,1
1178,1,49,109,0,1,3,4,0,3,2,1,1,2,1,1,0,41327,0,2.0,3,3.3,0.4,151,0
1179,2,1,283,0,1,1,6,0,2,1,2,2,2,1,1,0,41401,0,4.0,1,3.7,0.0,73,0
1180,2,1,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41326,0,1.0,1,0.5,0.2,3634,0
1181,1,12,307,0,1,1,0,0,2,2,2,2,2,1,1,0,41336,0,2.0,2,0.6,-0.1,5927,1
1182,2,9,266,0,2,3,0,0,1,1,3,3,2,1,1,1,41326,0,2.0,4,0.8,0.3,3634,0
1183,2,2,266,0,1,4,5,0,3,2,2,2,3,1,2,0,41326,0,4.0,0,1.8,0.6,3634,0
1184,2,2,265,0,3,5,6,7,2,2,3,3,3,1,2,0,41326,0,4.0,1,2.4,0.2,1258,0
1185,1,2,307,0,3,1,2,0,1,2,2,2,2,1,9,0,41330,0,6.0,4,1.0,0.2,5927,1
1186,2,3,265,0,2,6,7,0,2,2,2,1,2,1,1,0,41401,0,5.0,2,1.8,0.0,1258,0
1187,2,4,266,0,1,1,6,7,1,1,2,2,2,1,1,0,41326,0,10.0,1,1.2,0.2,3634,0
1188,2,2,266,0,2,1,4,7,1,1,2,1,3,1,1,0,41327,0,5.0,2,0.1,0.1,3634,0
1189,1,4,307,0,1,1,2,0,1,1,2,1,2,1,1,0,41326,1,1.0,2,1.7,0.0,5927,1
1190,1,12,307,0,2,2,7,0,2,2,2,1,1,1,1,0,41325,0,3.0,4,3.3,0.5,5927,1
1191,1,2,307,0,1,1,5,7,2,1,1,1,2,1,2,0,41401,0,3.0,2,2.7,0.3,5927,1
1192,1,5,307,0,2,1,2,5,2,1,3,3,3,1,1,0,41326,0,3.0,1,1.8,0.2,5927,1
1193,1,1,307,0,2,1,2,0,2,1,2,2,3,1,9,0,41326,0,6.0,1,0.6,0.3,5927,1
1194,2,3,266,0,2,2,4,0,2,1,2,1,2,1,1,0,41326,0,4.0,3,2.5,0.2,3634,0
1195,2,36,285,0,1,7,0,0,2,2,3,3,3,1,1,0,41401,0,1.0,1,0.0,0.0,221,0
1196,1,1,307,307,2,7,0,0,2,2,1,1,2,1,1,0,41326,0,2.0,1,0.0,0.0,5927,1
1197,1,2,307,0,2,7,0,0,2,2,2,2,2,1,1,0,41332,0,5.0,3,2.1,-0.2,5927,1
1198,1,36,213,307,2,1,2,4,2,2,3,3,3,1,1,0,41401,0,4.0,4,3.6,0.2,89,1
1199,1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41327,0,1.0,4,3.3,-0.2,5927,1
1200,1,12,75,20,1,1,2,0,1,2,1,1,3,1,2,0,41326,0,2.0,0,0.8,0.0,28,1
1201,1,2,26,307,1,1,2,0,3,1,1,1,2,1,1,0,41326,0,4.0,3,1.2,0.4,26,1
1202,1,3,307,0,2,1,2,0,2,1,2,1,3,1,1,0,41326,0,5.0,3,3.2,0.5,5927,1
1203,2,12,265,292,1,5,7,0,3,2,2,3,2,1,1,0,41326,0,4.0,3,5.7,0.2,1258,1
1204,2,2,266,0,2,7,0,0,2,1,2,2,2,1,1,0,41327,0,0.0,4,1.0,0.3,3634,0
1205,2,2,292,299,3,2,6,7,2,1,2,2,2,1,4,0,41401,0,4.0,3,2.3,0.4,264,1
1206,1,60,213,0,1,7,0,0,2,2,1,1,1,1,1,0,41326,0,1.0,2,1.7,0.2,89,0
1207,1,1,307,307,3,1,2,5,1,1,2,1,3,1,6,0,41326,0,5.0,2,3.1,0.3,5927,1
1208,1,2,307,0,1,5,0,0,2,2,3,3,3,1,1,0,41324,0,1.0,4,0.0,0.0,5927,1
1209,2,1,266,266,3,2,3,7,2,2,2,1,2,1,2,0,41326,0,2.0,1,0.2,-0.2,3634,1
1210,1,7,231,307,2,2,7,0,2,2,3,3,3,1,1,0,41326,0,1.0,3,4.6,0.0,7,1
1211,1,6,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,1.0,4,0.7,0.1,5927,1
1212,2,12,305,0,1,1,0,0,2,2,2,2,2,1,1,0,41326,0,2.0,4,2.2,0.5,8,0
1213,1,48,179,0,1,5,0,0,1,2,2,1,2,1,1,0,41326,0,2.0,2,0.2,0.2,167,0
1214,1,5,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41332,0,1.0,4,0.8,0.2,5927,1
1215,1,1,307,307,2,1,2,0,2,2,1,1,2,1,1,150,41326,1,13.0,3,1.8,0.0,5927,1
1216,1,4,307,0,2,2,5,0,1,1,1,1,3,1,1,0,41401,0,2.0,4,2.4,0.4,5927,1
1217,1,2,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,0,11.0,4,1.6,0.3,5927,1
1218,2,1,265,0,2,2,0,0,1,2,2,1,2,1,1,0,41326,0,2.0,2,0.5,0.2,1258,0
1219,2,0,266,0,2,7,0,0,2,1,2,2,2,1,1,0,41326,0,1.0,2,0.1,0.0,3634,0
1220,2,5,299,264,1,4,7,0,2,3,2,2,2,1,1,0,41326,0,2.0,3,5.4,0.2,342,1
1221,2,1,266,0,2,2,5,7,2,1,2,2,2,1,1,0,41326,1,16.0,3,5.4,0.0,3634,0
1222,2,12,266,0,1,2,5,0,2,1,2,2,2,1,1,50,41401,0,1.0,1,1.3,0.3,3634,0
1223,1,13,307,103,1,1,2,0,2,1,1,1,1,1,1,1,41401,0,4.0,4,1.8,0.1,5927,1
1224,2,2,265,299,2,1,7,0,2,2,2,2,2,1,1,0,41326,0,3.0,4,3.7,0.1,1258,1
1225,2,12,266,0,2,1,2,7,2,1,1,1,2,1,1,0,41326,0,4.0,4,1.8,0.0,3634,0
1226,2,5,266,0,1,1,2,0,1,1,1,1,2,1,2,0,41401,0,10.0,4,2.0,0.3,3634,0
1227,1,2,218,0,2,1,7,0,2,1,2,2,2,1,1,0,41326,0,11.0,3,1.5,0.1,162,0
1228,1,12,195,0,1,6,0,0,1,2,1,1,2,1,1,200,41326,0,4.0,1,3.3,0.6,69,0
1229,1,13,307,0,1,1,0,0,1,3,1,2,2,1,1,220,41401,0,6.0,4,2.1,0.5,5927,1
1230,2,7,266,0,1,1,7,0,2,1,2,2,2,1,1,0,41326,0,3.0,1,2.5,0.5,3634,0
1231,1,24,307,0,2,1,0,0,2,1,1,3,2,1,1,0,41326,0,1.0,2,1.0,-0.3,5927,1
1232,2,27,265,265,1,6,7,0,2,2,1,1,1,1,2,0,41326,0,5.0,0,0.8,0.1,1258,1
1233,1,2,307,0,3,1,2,7,2,2,2,2,3,1,7,0,41326,0,1.0,4,0.9,-0.9,5927,1
1234,2,24,266,0,2,1,7,0,2,1,1,1,1,1,1,0,41401,0,5.0,3,1.4,0.7,3634,0
1235,1,60,169,0,1,2,5,0,1,3,1,1,2,1,1,0,41326,0,3.0,1,1.1,0.5,18,0
1236,1,5,20,0,2,2,7,0,2,2,1,1,2,1,1,0,41326,0,1.0,1,3.2,0.3,90,0
1237,1,1,307,307,1,7,0,0,1,2,2,2,2,1,4,0,41327,0,0.0,4,0.9,0.0,5927,1
1238,1,1,307,307,2,5,0,0,2,2,2,2,2,1,1,0,41327,0,4.0,2,1.5,0.7,5927,1
1239,2,5,266,0,2,1,3,5,2,1,1,3,2,1,3,0,41326,0,2.0,1,0.9,0.9,3634,0
1240,2,4,266,0,2,1,2,0,1,1,2,2,2,1,2,0,41401,0,2.0,2,1.4,0.2,3634,0
1241,1,3,307,0,3,1,2,0,3,1,2,2,2,1,3,50,41326,0,22.0,2,13.0,0.0,5927,1
1242,2,11,266,0,1,2,5,7,2,1,1,1,1,1,1,0,41401,0,6.0,4,4.0,0.8,3634,0
1243,1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41330,0,1.0,2,2.7,0.4,5927,1
1244,2,4,266,265,2,3,7,0,2,1,1,1,2,1,1,120,41326,0,7.0,2,2.4,0.4,3634,1
1245,2,2,265,0,1,2,6,0,2,2,1,1,2,1,1,0,41401,0,3.0,1,6.8,0.6,1258,0
1246,2,4,266,0,1,7,0,0,1,1,1,1,2,1,1,0,41335,0,4.0,3,0.6,0.0,3634,0
1247,1,6,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41326,0,4.0,3,2.7,0.2,5927,1
1248,1,7,307,0,2,1,2,0,1,1,3,1,1,1,1,0,41401,0,7.0,2,1.8,0.4,5927,1
1249,2,4,264,0,1,4,0,0,3,3,2,1,2,1,1,150,41326,0,1.0,1,2.0,0.4,296,0
1250,2,12,265,0,2,1,4,0,2,2,1,1,1,1,1,0,41326,0,1.0,4,0.9,0.9,1258,0
1251,1,10,75,307,2,1,2,7,2,1,1,1,1,1,1,0,41401,0,5.0,2,2.4,0.8,28,1
1252,1,2,307,0,3,2,4,0,1,1,2,2,2,1,2,0,41326,0,1.0,2,1.2,0.3,5927,1
1253,2,1,266,266,3,1,6,7,2,2,2,1,2,1,2,0,41401,0,3.0,2,1.2,0.3,3634,1
1254,1,3,307,0,2,2,0,0,2,2,1,1,2,1,1,50,41326,0,2.0,4,1.5,0.1,5927,1
1255,1,2,218,0,2,2,7,0,2,1,2,1,2,1,1,0,41326,0,1.0,1,1.3,0.4,162,0
1256,1,1,307,307,3,1,7,0,2,1,1,1,2,1,5,0,41326,1,2.0,2,3.3,0.3,5927,1
1257,1,2,307,307,1,2,7,0,2,2,2,1,2,1,1,0,41326,0,3.0,2,0.0,0.0,5927,1
1258,2,12,265,0,2,7,0,0,2,2,2,3,3,1,1,0,41324,0,1.0,4,0.8,0.8,1258,0
1259,1,1,307,0,2,2,5,6,1,1,2,2,2,1,6,0,41330,0,10.0,3,5.4,0.0,5927,1
1260,1,3,20,103,3,1,2,0,2,1,2,1,3,1,3,0,41327,0,4.0,2,2.1,0.2,90,1
1261,2,10,266,0,2,1,7,0,1,1,1,1,1,1,1,0,41401,0,1.0,2,0.5,-0.1,3634,0
1262,1,12,307,0,2,1,7,0,1,1,1,1,1,1,1,80,41326,0,4.0,3,0.1,0.0,5927,1
1263,2,6,266,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,0,1.0,2,3.1,0.5,3634,0
1264,2,44,292,0,2,2,5,0,2,1,1,1,1,1,1,0,41326,1,19.0,0,3.0,0.3,264,0
1265,1,12,111,0,2,1,0,0,4,1,1,1,1,1,1,500,41326,0,3.0,1,0.8,0.8,6,0
1266,1,9,200,0,2,5,0,0,2,1,2,2,2,1,1,0,41326,0,1.0,2,1.2,0.2,15,0
1267,2,2,266,266,3,1,4,7,2,2,2,2,2,1,2,0,41327,0,3.0,1,0.3,0.3,3634,1
1268,2,2,266,0,2,1,2,4,2,1,2,1,3,1,1,0,41326,0,4.0,2,0.0,0.0,3634,0
1269,1,2,307,0,3,1,0,0,2,2,2,3,2,1,6,0,41327,0,5.0,2,0.8,0.8,5927,1
1270,2,2,265,0,1,1,7,0,2,2,2,1,2,1,1,0,41332,0,6.0,1,0.9,0.9,1258,0
1271,1,2,307,0,1,2,0,0,2,2,2,2,2,1,1,1,41401,3,3.0,1,5.7,0.2,5927,1
1272,1,36,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41327,0,1.0,4,0.3,0.3,5927,1
1273,1,4,307,0,2,4,0,0,2,1,3,1,3,1,1,0,41332,0,1.0,4,2.0,0.5,5927,1
1274,2,3,266,0,1,3,4,0,2,1,2,2,2,1,1,0,41327,0,1.0,1,3.5,0.7,3634,0
1275,2,0,265,0,3,1,2,7,1,1,2,2,2,1,3,0,41401,0,0.0,4,0.5,0.1,1258,0
1276,2,9,266,0,1,1,4,7,2,2,2,2,2,2,1,0,41401,0,1.0,4,1.6,0.1,3634,0
1277,2,1,266,0,3,1,7,0,2,2,2,2,2,1,2,0,41326,0,4.0,2,1.2,0.6,3634,0
1278,2,7,292,266,1,2,5,0,2,1,1,1,1,1,1,0,41326,0,7.0,2,3.1,0.2,264,1
1279,2,24,266,0,2,4,6,7,2,1,1,1,1,1,1,0,41401,0,3.0,2,4.1,0.4,3634,0
1280,1,3,307,75,2,1,4,7,2,1,1,1,2,1,2,0,41326,0,9.0,1,1.6,0.2,5927,1
1281,1,2,179,179,1,2,3,0,1,2,1,1,2,1,1,200,41401,0,0.0,1,4.7,0.3,167,1
1282,2,12,266,0,1,1,2,0,3,1,1,1,1,1,1,200,41326,1,5.0,4,2.1,-0.1,3634,0
1283,2,5,299,0,1,4,5,0,2,1,1,1,2,1,1,0,41326,0,4.0,1,2.9,0.0,342,0
1284,2,0,266,0,3,1,2,0,2,2,2,2,2,1,4,0,41326,0,1.0,2,0.7,0.0,3634,0
1285,1,2,307,0,2,2,7,0,2,1,2,2,2,1,1,20,41327,0,1.0,2,0.8,0.4,5927,1
1286,2,1,299,0,1,1,7,0,1,2,2,2,2,1,1,0,41326,0,5.0,0,1.5,0.1,342,0
1287,1,1,307,0,2,2,0,0,2,1,2,2,2,1,3,0,41326,0,3.0,4,0.2,-0.2,5927,1
1288,1,3,307,0,2,1,2,0,3,1,3,3,2,1,1,0,41326,0,2.0,3,1.2,0.3,5927,1
1289,1,1,307,307,1,1,7,0,2,1,2,1,2,1,1,0,41326,0,2.0,2,0.9,0.9,5927,1
1290,1,2,307,240,1,2,5,7,1,2,2,2,2,2,1,0,41326,0,3.0,1,3.2,0.2,5927,1
1291,1,9,218,0,2,1,0,0,2,3,3,3,3,1,1,0,41336,0,0.0,4,0.4,-0.2,162,0
1292,2,5,247,266,1,1,7,0,3,1,1,1,2,1,1,50,41326,0,3.0,1,0.0,0.0,71,1
1293,2,2,299,266,2,1,2,6,1,2,2,2,2,1,1,0,41326,0,0.0,4,0.0,0.0,342,1
1294,2,1,288,266,3,7,0,0,3,2,2,2,2,2,2,30,41401,0,5.0,2,0.8,0.8,16,1
1295,1,2,307,0,2,3,4,0,2,2,2,2,2,1,1,0,41326,0,2.0,0,1.1,0.5,5927,1
1296,1,2,307,0,2,2,0,0,2,1,2,1,2,1,2,0,41326,0,2.0,3,2.9,0.1,5927,1
1297,1,20,307,307,2,1,2,0,2,2,1,1,1,1,1,0,41326,1,2.0,3,0.7,-0.3,5927,1
1298,1,60,179,0,1,5,0,0,1,2,3,3,3,1,1,0,41326,0,5.0,1,0.0,0.0,167,0
1299,1,1,307,0,2,1,4,7,2,1,2,2,2,1,1,0,41326,0,1.0,4,1.8,0.6,5927,1
1300,2,4,266,0,1,1,6,7,2,1,3,3,3,1,1,0,41326,0,4.0,3,0.5,-0.1,3634,0
1301,2,2,266,0,2,1,4,7,2,1,2,2,2,1,2,0,41336,0,2.0,2,0.2,0.2,3634,0
1302,2,11,266,0,3,1,4,7,2,1,3,3,2,1,14,0,41401,0,3.0,4,1.8,0.3,3634,0
1303,1,3,307,0,1,1,2,0,1,1,3,3,3,1,1,0,41401,0,1.0,4,2.5,0.2,5927,1
1304,1,1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41326,0,6.0,1,3.7,0.3,5927,1
1305,1,24,307,0,2,5,0,0,2,2,3,3,3,1,20,0,41332,0,1.0,4,0.6,-0.6,5927,1
1306,2,3,266,0,2,3,0,0,1,1,2,2,2,1,2,0,41326,0,10.0,2,1.8,0.3,3634,0
1307,1,16,307,0,2,1,2,7,2,1,1,1,1,1,1,0,41401,0,7.0,4,0.6,0.6,5927,1
1308,1,2,307,307,1,1,2,0,2,2,2,2,2,1,1,0,41326,0,5.0,2,0.0,0.0,5927,1
1309,2,5,265,0,2,1,7,0,2,2,2,2,2,1,1,0,41326,0,1.0,4,0.6,0.6,1258,0
1310,2,1,266,0,2,1,4,7,1,1,2,2,2,1,2,0,41326,0,3.0,1,1.1,0.5,3634,0
1311,1,4,307,0,2,5,0,0,2,1,3,3,2,1,1,0,41326,0,1.0,1,1.7,-0.1,5927,1
1312,1,36,78,0,2,1,2,0,3,1,1,1,1,1,1,0,41326,0,1.0,1,0.1,0.1,62,0
1313,1,5,307,0,1,3,4,0,1,1,1,1,2,1,1,0,41326,0,5.0,2,1.7,0.0,5927,1
1314,2,3,266,0,2,6,0,0,1,1,1,1,2,1,1,150,41326,0,5.0,4,2.1,0.5,3634,0
1315,1,0,218,218,1,5,0,0,2,3,3,3,3,1,1,0,41326,0,4.0,1,0.1,0.1,162,1
1316,2,2,266,0,2,3,0,0,1,1,2,2,2,1,1,0,41401,0,5.0,2,0.5,0.2,3634,0
1317,2,2,266,0,3,1,7,0,3,1,2,1,2,1,2,0,41401,1,2.0,3,1.8,0.2,3634,0
1318,1,18,307,0,1,1,0,0,2,2,1,1,1,1,1,0,41326,0,2.0,3,1.0,0.5,5927,1
1319,1,6,109,307,2,7,0,0,2,2,2,2,1,1,1,0,41327,0,1.0,4,1.6,0.8,151,1
1320,1,24,307,0,2,1,3,0,2,1,3,3,2,1,1,0,41326,0,3.0,4,4.8,0.0,5927,1
1321,1,13,213,0,2,7,0,0,2,3,1,1,2,1,1,0,41326,0,1.0,2,1.1,0.2,89,0
1322,2,12,266,0,1,3,4,0,2,1,2,2,2,1,1,100,41326,0,3.0,4,3.5,0.4,3634,0
1323,1,30,307,0,1,1,0,0,2,1,1,1,2,1,1,0,41345,0,4.0,2,2.5,0.3,5927,1
1324,1,12,205,205,1,1,2,7,1,3,1,1,1,1,1,300,41401,0,5.0,4,1.5,0.2,190,1
1325,1,36,307,0,2,3,0,0,2,1,1,1,1,1,1,0,41326,0,4.0,4,2.8,0.3,5927,1
1326,1,2,307,218,2,1,7,0,2,2,2,2,2,1,1,0,41326,0,3.0,1,3.4,-0.1,5927,1
1327,1,6,307,103,2,1,0,0,2,2,2,1,1,1,1,100,41401,0,3.0,4,0.2,0.2,5927,1
1328,1,36,213,39,2,1,2,7,3,2,1,1,1,1,1,0,41326,0,14.0,4,2.2,0.4,89,1
1329,1,0,307,0,1,2,0,0,2,2,2,3,2,1,1,0,41336,0,1.0,2,0.3,-0.3,5927,1
1330,1,18,213,307,1,7,0,0,2,2,1,1,1,1,1,0,41401,0,7.0,2,3.9,0.3,89,1
1331,1,7,307,0,2,2,5,0,1,1,2,1,2,1,1,0,41324,0,2.0,4,2.7,0.3,5927,1
1332,1,36,129,0,2,2,7,0,1,2,1,1,1,1,1,0,41401,0,1.0,3,1.5,0.3,4,0
1333,2,1,265,0,3,5,7,0,1,2,2,2,2,1,2,0,41401,0,4.0,1,0.2,0.2,1258,0
1334,2,12,266,0,2,1,7,0,2,1,2,1,2,1,7,0,41330,0,5.0,4,0.0,0.0,3634,0
1335,2,12,266,0,3,1,2,6,2,1,1,1,1,1,2,0,41332,3,16.0,4,3.5,0.1,3634,0
1336,1,4,307,0,2,1,0,0,2,1,1,1,2,2,1,0,41401,0,3.0,2,3.6,0.2,5927,1
1337,1,3,307,0,2,2,0,0,3,2,1,1,2,1,1,0,41326,0,5.0,3,0.8,0.8,5927,1
1338,1,1,307,0,2,2,7,0,2,1,2,2,2,1,2,0,41401,0,7.0,4,0.9,0.0,5927,1
1339,2,3,266,0,2,6,0,0,1,2,1,1,2,1,1,0,41326,0,1.0,2,0.1,0.1,3634,0
1340,2,4,265,0,2,2,3,7,2,2,2,2,2,1,1,0,41326,0,3.0,0,0.9,0.9,1258,0
1341,1,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,1.0,3,0.1,0.1,5927,1
1342,2,2,266,0,2,5,7,0,1,1,3,1,3,1,1,0,41401,0,1.0,1,0.7,0.3,3634,0
1343,2,2,264,0,3,1,2,4,3,3,2,2,2,1,2,250,41326,0,2.0,3,0.3,-0.3,296,0
1344,1,27,307,0,2,2,7,0,2,2,1,1,1,1,1,0,41326,0,1.0,4,3.1,0.2,5927,1
1345,2,4,292,265,2,1,5,7,2,2,1,3,2,1,1,0,41326,0,3.0,0,1.4,0.1,264,1
1346,1,4,307,307,2,1,4,0,2,2,1,1,1,1,1,0,41401,0,1.0,4,1.9,0.0,5927,1
1347,1,48,213,0,1,2,0,0,2,3,3,3,3,1,1,0,41326,0,1.0,2,1.9,-0.1,89,0
1348,2,1,266,0,1,2,4,7,2,1,2,1,2,1,1,0,41401,0,1.0,3,1.0,0.1,3634,0
1349,1,36,307,0,2,5,7,0,2,2,3,3,1,1,1,0,41326,0,1.0,2,4.1,-0.1,5927,1
1350,2,18,285,264,2,1,4,7,2,3,1,1,1,1,1,30,41326,0,5.0,3,5.4,0.6,221,1
1351,1,36,109,0,1,3,0,0,3,3,1,1,2,1,1,0,41336,0,2.0,1,1.3,0.1,151,0
1352,1,5,307,307,2,5,0,0,2,1,1,1,2,1,1,50,41326,0,3.0,2,2.5,0.4,5927,1
1353,2,3,266,266,2,1,2,7,2,2,2,1,2,1,3,100,41326,0,3.0,4,1.7,0.4,3634,1
1354,1,1,307,0,3,1,2,7,2,1,2,2,2,1,7,0,41326,0,6.0,1,0.0,0.0,5927,1
1355,2,2,299,0,2,1,7,0,2,1,2,1,2,1,1,0,41326,0,1.0,1,1.6,0.5,342,0
1356,2,12,266,0,1,1,7,0,2,1,1,1,1,1,1,0,41401,0,1.0,4,0.4,0.4,3634,0
1357,1,3,307,307,2,2,0,0,3,1,2,1,2,1,1,0,41330,0,5.0,4,1.6,0.3,5927,1
1358,1,2,307,0,2,5,0,0,2,1,2,2,2,1,1,0,41326,0,3.0,2,2.6,0.1,5927,1
1359,1,8,307,0,2,7,0,0,2,2,1,1,2,1,1,0,41326,0,5.0,3,1.0,0.1,5927,1
1360,1,36,179,0,1,7,0,0,1,1,3,3,3,1,1,0,41326,0,3.0,3,0.4,0.0,167,0
1361,2,36,265,0,2,1,4,7,2,2,2,2,3,1,1,0,41401,0,1.0,4,0.6,0.6,1258,0
1362,1,2,78,307,2,1,2,0,2,2,1,1,2,1,1,0,41326,0,5.0,1,1.0,0.0,62,1
1363,1,144,232,0,1,5,0,0,2,2,3,3,2,1,1,0,41326,0,1.0,3,4.5,0.3,2,0
1364,1,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41401,0,1.0,1,1.6,0.8,5927,1
1365,1,2,307,0,3,1,2,7,2,1,3,3,2,1,6,0,41326,0,5.0,2,0.5,0.0,5927,1
1366,1,60,307,0,1,1,7,0,3,2,1,1,2,1,1,0,41326,0,5.0,3,5.4,-0.2,5927,1
1367,1,2,307,307,3,1,5,7,2,2,2,1,2,1,5,0,41401,0,6.0,4,0.7,0.7,5927,1
1368,2,36,285,264,1,5,0,0,2,3,2,1,1,2,1,30,41326,0,3.0,4,0.5,-0.2,221,1
1369,2,36,266,0,2,2,4,7,2,1,1,1,1,1,1,0,41401,0,5.0,4,2.8,-0.1,3634,0
1370,2,3,265,0,2,1,4,7,1,2,2,2,2,1,1,0,41401,0,7.0,1,5.4,0.4,1258,0
1371,1,2,307,307,3,1,2,7,2,2,3,3,3,1,3,0,41324,0,3.0,4,0.9,0.4,5927,1
1372,1,18,307,0,1,2,0,0,2,2,3,1,3,1,1,0,41401,0,5.0,2,0.9,-0.4,5927,1
1373,1,1,189,0,2,1,2,0,1,1,1,1,2,1,1,50,41330,0,1.0,1,2.3,-0.1,88,0
1374,1,12,307,0,3,1,2,0,1,1,3,3,3,1,3,0,41326,0,3.0,4,0.2,0.0,5927,1
1375,1,24,307,0,1,1,4,0,2,1,2,2,2,1,1,0,41326,0,2.0,3,3.6,0.3,5927,1
1376,2,0,266,0,1,4,5,0,2,1,2,2,2,1,2,0,41326,0,10.0,2,1.9,0.2,3634,0
1377,1,1,307,0,3,1,2,7,2,1,3,3,3,1,11,0,41336,0,1.0,2,0.4,0.2,5927,1
1378,2,2,266,0,2,1,3,7,2,1,2,2,2,1,1,0,41332,0,4.0,2,3.0,0.4,3634,0
1379,1,1,307,0,1,2,7,0,2,3,2,2,2,1,1,0,41401,0,1.0,1,0.7,0.7,5927,1
1380,2,4,265,266,2,3,0,0,1,2,1,1,2,1,2,0,41401,0,3.0,4,0.7,0.7,1258,1
1381,2,2,266,0,2,1,7,0,1,1,2,1,2,1,1,0,41326,0,3.0,3,4.2,0.0,3634,0
1382,2,12,270,270,2,1,0,0,2,2,1,2,1,1,1,0,41326,0,3.0,4,1.3,0.4,2,1
1383,1,2,307,0,2,2,7,0,2,2,1,1,3,1,1,0,41324,0,1.0,4,0.5,0.5,5927,1
1384,2,2,305,0,2,1,7,0,2,2,2,1,2,1,1,0,41326,0,1.0,2,0.0,0.0,8,0
1385,1,12,307,0,2,1,2,0,3,1,1,1,1,1,1,0,41326,0,2.0,4,1.3,0.0,5927,1
1386,1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,1.0,2,0.5,-0.5,5927,1
1387,1,72,205,0,2,2,5,0,1,1,3,1,3,1,1,0,41326,0,2.0,2,4.2,0.4,190,0
1388,2,5,266,0,2,6,7,0,1,1,1,1,1,1,1,70,41326,0,5.0,1,1.9,0.6,3634,0
1389,2,36,285,0,1,5,0,0,2,3,1,1,1,2,1,0,41401,0,1.0,1,0.8,-0.8,221,0
1390,1,2,307,0,2,1,2,7,1,1,3,3,3,1,1,0,41326,0,1.0,4,2.1,0.4,5927,1
1391,1,1,307,0,2,1,2,0,2,2,2,2,2,1,2,0,41326,0,2.0,2,2.0,0.0,5927,1
1392,2,29,299,0,1,2,3,4,2,1,2,2,2,1,1,0,41326,0,1.0,4,1.4,0.7,342,0
